url,type
taxexemptworld.com/organizations/monmouth-county-nj-new-jersey.asp?spg=5,benign
cabininmissouri.com/,benign
guardian.co.uk/football/2008/jun/01/fabiocapello.football,benign
artfact.com/artist/gloeden-wilhelm-von-6s2z4dmglb,benign
linkedin.com/pub/sam-roberts/6/57b/84a,benign
moviesplanet.com/movies/323272/it-s-kind-of-a-funny-story,benign
sailnet.com/forums/general-discussion-sailing-related/29286-interesting-photos.html,benign
http://www.thegreenscene.info/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy50aGVncmVlbnNjZW5lLmluZm8vbWFjaGluZXNsaWNlc2VlZGluZw==,phishing
http://olx.ua/uk/moda-i-stil/q-%D0%B2%D0%B5%D0%BB%D0%BE%D1%81%D0%B8%D0%BF%D0%B5%D0%B4/,benign
jigsaw.com/scid12767058/jeff_lenhardt.xhtml,benign
armorgames.com/play/301/fancy-pants-adventures,benign
basque70.multiply.com/,benign
evri.com/person/miroslav-krobot-0x55ddc4,benign
colliergov.net/Index.aspx?page=21,benign
http://www.schuetzenverein-beelen.de/index.php?option=com_phocagallery&view=category&id=20:2008&Itemid=59,phishing
dizifilmarsiv.com/yesilcam-filmleri/54826-intikam-kadini-1979-zerrin-dogan-kazim/?langid=1,benign
missouriwhitetails.com/forums/viewthread.php?tid=41503,benign
muppet.wikia.com/wiki/Sesame_Street_Live_performers,benign
qconline.com/archives/qco/display.php?id=416208,benign
pancrase.org/ivan-menjivar-vs-nick-pace-ufc-133/08-07-2011/,benign
fullsongs.net/search/mp3/1/Lucian-Piane---This-Night.html,benign
theus50.com/newjersey/cities.php,benign
rickparkercartoons.blogspot.com/,benign
rootsweb.ancestry.com/~okoklaho/obits/b.htm,benign
houseofdeception.com/Wrestlers'_Autographs_and_Signatures.html,benign
imdb.com/name/nm1352341/bio,benign
http://www.meathleader.ie/index.php/kells,phishing
thedeadballera.com/Obitlistings_1994.html,benign
http://tobogo.net/cdsb/board.php?board=storymovie&bm=view&no=8368&category=&auth=&page=1&search=&keyword=&recom=,benign
facebook.com/people/Rick-Criswell/617536063,benign
sports-reference.com/olympics/summer/2008/,benign
cstv.com/sports/m-baskbl/stories/032006aax.html,benign
youtube.com/watch?v=pu62s8wjUZQ,benign
levinegreenberg.com/,benign
mije.org/journalism-project-honors-work-slain-editor-chauncey-bailey,benign
forgehub.com/forum/members/slamm-andrews.html,benign
en.wikipedia.org/wiki/Henry_Turner,benign
twitter.com/JimmyD_ESPN,benign
lopezforassembly.com/media.html,benign
http://flowerstobulgaria.org/index.php/products-mainmenu-64,phishing
youtube.com/watch?v=2I-7nGAHjYo,benign
imdb.com/title/tt1710573/,benign
sites-eventsclaimnotices.000webhostapp.com,phishing
abc.go.com/,benign
myspace.com/stolenbabies,benign
multiculturalcanada.ca/node/75040,benign
bizjournals.com/kansascity/news/2011/10/17/bannister-federal-complex-operator.html,benign
imdb.com/title/tt0335266/combined,benign
http://nesn.com/2015/05/steve-lyons-david-ortiz-suspension-huge-blow-to-red-sox-lineup-video/,benign
animenewsnetwork.com/encyclopedia/company.php?id=628,benign
http://www.knaresboroughkitchens.co.uk/index.php/special-offers,phishing
http://distractify.com/ana-luisa-suarez/travel-back-40-years-and-enjoy-some-old-school-walt-disney-world/,benign
washingtondcjazznetwork.ning.com/profiles/blogs/jazz-radio-1,benign
ilike.com/artist/Pat+Martino,benign
familytreemaker.genealogy.com/users/l/a/j/Ronald-J-Lajoie/COL2-0014.html,benign
http://xhamster.com/movies/4582072/amateur_french_couple_having_sex_in_front_of_our_camera.html,benign
myspace.com/glasstowersband,benign
youtube.com/watch?v=Jy3TNWJgg9E,benign
imdb.com/title/tt0461770/fullcredits,benign
http://torcache.net/torrent/E18929549B912F9B88B0481DAE525CB80F777D84.torrent?title=[kickass.to]star.wars.rebels.s01e05.webrip.x264.qcf.eztv,benign
http://www.platingroup.az/en/telim-teqvimi/month.calendar/2013/01/02/-,phishing
duckduckgo.com/1/c/1980s_science_fiction_films,benign
vote-oh.org/Intro.aspx?State=OH&Id=OHHuffmanMatt,benign
http://www.italy-itf.com/index.php?option=com_content&view=section&layout=blog&id=6&Itemid=61,phishing
en.wikipedia.org/wiki/Chasse_et_P%C3%AAche,benign
petchefexpress.ca/faq.html,benign
manta.com/c/mm2s018/montclair-loann-salon,benign
urdb.kirlad.com/character.php?show=350,benign
tvbnewsworld.blogspot.com/2009/06/angela-tong-takes-good-care-of-janet.html,benign
http://www.brunnentalhof.com/index.php?option=com_content&view=article&id=65:ver-jahrhunderten&catid=48:geschichtiches&Itemid=79&lang=de,phishing
http://www.rew.nl/frezen,phishing
http://www.easy-process.de/esy-process/165-mittelgrossen.html,phishing
dvinfo.net/forum/what-happens-vegas/87342-ignore-third-patry-dv-codecs.html,benign
http://www.aktivregion-ostseekueste.de/projekte/projekte-in-foerderung/170-barrierefreier-foerdewanderweg.html,phishing
http://appelboerderij.nl/kampeerboerderij-/1-kampeerboerderij/detail/54-appelboerderij0008?tmpl=component,phishing
http://www.seckmauern.de/index.php?option=com_content&view=article&id=60:mit-atemberaubender-akrobatik-dem-himmel-ganz-nah&catid=38:archiv&Itemid=84,phishing
http://www.tev-bruchsal.de/index.php?option=com_content&view=article&id=19:stoepsel&catid=2:aktuelles&Itemid=39,phishing
facebook.com/jean.english.the1,benign
hockeycanada.ca/index.php?ci_id=11737&la_id=1&ss_id=25001&player_id=11371,benign
people.eku.edu/nelsonl/mus273/folk.html,benign
en.wikipedia.org/wiki/Category:Auburn_University_alumni,benign
1albums.com/album.php?album=&artist=esham+Hellaween+Pure+Horror,benign
beejays.com/alumni/beejays_alumniKL.html,benign
entrepreneursbootcampreview.com,phishing
stuffaboutnames.com/walker/actors.htm,benign
http://www.swaledaleroadrunners.co.uk/links/running-clubs,phishing
bigsoccer.com/forum/forumdisplay.php?f=20,benign
absoluteastronomy.com/topics/United_States_Soccer_Federation,benign
linkedin.com/in/xbennett,benign
http://missionpartner.dk/index.php?option=com_content&view=article&id=87:many-saved-in-banaue-rice-terraces&catid=1:latest-news&Itemid=18,phishing
boitachemma.blogspot.com/2009_04_01_archive.html,benign
http://hotlinegsm.com/products/manufacturer/sony-ericsson/results,phishing
musicnotes.com/sheetmusic/scorch.asp?ppn=SC0045874,benign
http://jalopnik.com/just-a-friendly-reminder-that-not-only-is-james-glicken-1704310010,benign
http://www.webopro.com/index.php/new/na/202---wil-mijer,phishing
amazon.co.uk/Pbs-Kids-Pack-Region-NTSC/dp/B000J3EG94,benign
http://www.jbmeijers.com/news/89-somethings-burning.html,phishing
mdjunction.com/forums/chronic-fatigue-syndrome-discussions/general-support/1050010-dr-teitelbaums-response-to-dr-oz-cfs-show,benign
http://www.fjpengfei.com/newshow.asp?id=229&mnid=5079&classname=\320\320าต\320\302\316\305&uppage=%2Fnews.asp&banner=4,phishing
webapp.esalen.org/workshops/,benign
pulpmetalmagazine.wordpress.com/2011/11/12/writers-interview-julia-madeleine-by-paul-d-brazill/,benign
http://www.food-nrw.de/index.php/component/mailto/index.html?tmpl=component&link=f834b84fb8d7964c0f3cc517b89b344bfcbb29df,phishing
en.wikipedia.org/wiki/Phil_McKinnely,benign
http://acp-atlanta.org/en/acp-news/14-usa-china/183-2013-01-13-01-21-37.html,phishing
sandiegoreader.com/bands/king-biscuit/,benign
http://www.tev-bruchsal.de/index.php?option=com_content&view=category&layout=blog&id=5&Itemid=40,phishing
en.wikipedia.org/wiki/Hochelaga-Maisonneuve_(provincial_electoral_district),benign
mgraymed.5gbfree.com,phishing
http://www.f17.info/index.php?option=com_content&view=article&id=49:objekt2&catid=1,phishing
http://nypost.com/2015/05/05/slain-officer-honored-at-mets-game-he-planned-to-attend/,benign
imdb.com/name/nm0015287/,benign
http://www.finixclub.ru/services/logopedist,phishing
imdb.com/name/nm0131387/bio,benign
seawifs.gsfc.nasa.gov/OCEAN_PLANET/HTML/oceanography_geography_Pacific.html,benign
en.wikipedia.org/wiki/Montreal_Expos,benign
http://comies.nl/index.php/15-mei-gratis-proefles-nlp?el_mcal_month=2&el_mcal_year=2013,phishing
whofic.com/,benign
potomacstatecollege.edu/about/job_opportunities.html,benign
imdb.com/name/nm0781981/,benign
http://polskizwiazekpokera.org/index.php?option=com_content&view=article&id=20&Itemid=111,phishing
http://www.javadoplant.com/nl/component/content/article/43.html,phishing
prepsportswear.com/school/us/California/City_Of_Industry/William-Workman-High-School-Lobos.aspx?schoolid=43412,benign
linkup.com/co-St.+Rita%27s+Medical+Center-jobs.html,benign
scifijapan.com/articles/2008/10/28/viz-media-previews-special-video-game-issues-of-shonen-jump-and-shojo-beat/,benign
http://hotlinegsm.com/products/mobile-and-tablet/samsung-galaxy-note-i717-detail,phishing
youtube.com/watch?v=y35CZf_4JrE,benign
weichert.com/aboutus/JimWeichert.html,benign
emporia.edu/about/timeline.html,benign
thefreelibrary.com/Authors/Bat-i0,benign
mahalo.com/hollywood-records/,benign
thriftbooks.com/links.aspx?pagenum=10207,benign
http://venturebeat.com/2015/04/29/microsoft-details-four-new-app-types-for-the-windows-store-web-desktop-android-and-ios/,benign
sbnation.com/mma/fight-card/74640/bellator-44-lombard-vs-vitale,benign
baseball-almanac.com/players/player.php?p=loudear01,benign
sportspool.com/baseball/players/B/,benign
tennisforum.com/showthread.php?t=402145,benign
forumjar.com/list/692,benign
theahl.com/on-ice-officials-p138232,benign
unicef.org/emerg/haiti_31995.html,benign
rootsweb.ancestry.com/~ausvsac/Lorne.htm,benign
en.wikipedia.org/wiki/Andy_Lee_(comedian),benign
http://www.aktivregion-ostseekueste.de/impressum.html,phishing
classmates.com/directory/public/memberprofile/list.htm?regId=7348426251,benign
http://myhealthbrand.com/index.php?option=com_k2&view=itemlist&layout=category&task=category&id=2&Itemid=103&lang=bg,phishing
gorgeousmodelgirls.com/PD/ArielRebel/ArielLaundry01.htm,benign
commercialutility.com/electric_deregulation.php,benign
http://www.helpbackup.com.br/x.txt,phishing
http://www.adriaszalon.hu/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=58&limitstart=4,phishing
ranker.com/list/movies-and-films-directed-by-william-garwood/reference,benign
whosdatedwho.com/sections/celebrities/first-name/Tommy,benign
http://www.centerimoveis.com.br/table/duvidas-frequentes-de-locacao/index.html,phishing
montrealcomiccon.com/en/medias.html,benign
mypostepaycarta.com,phishing
mme2011.vse.cz/list.php,benign
manta.com/c/mtwrnr5/anderson-bud,benign
metacafe.com/watch/hl-4867631/tvg_tvg_features_jockey_joe_bravo/,benign
skyscrapercity.com/archive/index.php/t-432396-p-3.html,benign
sports.yahoo.com/nhl/teams/fla/schedule,benign
feaverishphotography.com/blog/2010/08/james-whitmore/,benign
weather.yahoo.com/mexico/chihuahua/saucillo-147399/,benign
pillhillpress.com/open-submissions.html,benign
ca.local.yahoo.com/details?id=2005119773&stx=ecole+notre+dame+de+sion&csz=Montreal+QC&ed=yyfm96160SybU17BRGvIj9Ttas67fPkhHoUDQeiddoM5.4EyFJkmMfUx6DkCxnU0BA4hm2PrEM0-,benign
mahalo.com/rogue-wave-band/,benign
linkedin.com/pub/erin-moran/13/688/535,benign
freecomedyserials.com/2011/01/10/charlie-chaplin-the-pawn-shop-1916/,benign
http://zoetekroon.nl/wp-content/plugins/shopp/core/ui/styles/catalog.css?ver=1.1.8,phishing
wibw.com/sports/headlines/Kansas_Football_Set_To_Open_2011_Season_Hosting_McNeese_State_Saturday_128624373.html,benign
answers.com/topic/benjamin-harrison,benign
videoservicecorp.com/New-Releases/Canada-Cup-1987/,benign
blackwatchcanada.com/,benign
http://tobogo.net/cdsb/board.php?board=love&bm=view&no=70&category=&auth=&page=1&search=&keyword=&recom=,benign
http://koronazrt.hu/index.php/hu.feed?type=rss,phishing
mmamania.com/2008/09/15/david-loiseau-inches-closer-to-ufc-return-with-win-over-solomon-hutcherson/,benign
http://sfglobe.com/2015/03/19/this-roundworm-waits-for-its-victim-but-its-strike-is-deadly/,benign
http://uproxx.com/filmdrunk/2015/05/cate-blanchett-says-she-used-to-do-lesbo-stuff-or-something/,benign
bouroullec.com/,benign
http://www.k-9.com/index.php/k9gallery/graduates,phishing
http://www.ricardoitalo.com.br/portal/index.php?option=com_bibliadigital&view=all&Itemid=95,phishing
boxingsppvhbo.com/,benign
tribuneindia.com/2011/20110622/biz.htm,benign
theartofsaving.com/,benign
nndb.com/people/625/000115280/,benign
http://www.mtb-bad-harzburg.de/index.php/presse,phishing
http://kotaku.com/transformers-fixes-a-pair-of-glaring-combiner-wars-erro-1703570666,benign
ca.ratemyteachers.com/lake-of-two-mountains-high-school/36539-s,benign
http://www.spcmfg.com/dmeqserv_files/webform/ikrRcaqOALQbSeIKVfMCuzNTG/,phishing
http://www.nancysdancefashion.nl/index.php?view=article&catid=1:algemeen&id=26:route&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=29,phishing
http://21twentyone.net/index.php?view=article&catid=19:trailer-guide&id=39:synopsis-review-a-development&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=131,phishing
bedworld.net/,benign
brahmas.com/news/articles/index.html?article_id=1346,benign
emmanuelgarcia.com/,benign
stuffaboutnames.com/amanda/actors.htm,benign
http://www.merlvic.com.au/index.php?option=com_locator&view=location&layout=default&id=5798&Itemid=10,phishing
tvguide.com/celebrities/walter-lantz/215280,benign
tokyodonut.com/,benign
en.wikipedia.org/wiki/Lucky_Man_(Arashi_song),benign
answers.yahoo.com/question/index?qid=20111107085247AAw7kSf,benign
westernautoassociatestore.lbu.com/,benign
ridz.sg/blog/2011/03/in-conversation-with-casey-wilson-from-wokai/,benign
davidberg.com/dogs.html,benign
deseretnews.com/article/700088261/Weber-State-basketball-Wildcats-face-Seattle-in-home-game.html,benign
facebook.com/pages/Gosford-Park/120668000724,benign
indywrestlingnews.com/newswire/719-oklahoma-wrestling-news-and-results-featuring-steve-williams-vs-butch-reed.html,benign
http://www.plastischechirurgie.net/korper/fettabsaugung,phishing
facebook.com/notes/atmosphere-casting-of-chicago/extras-for-shameless/182812888418177,benign
http://www.no1-fitness-buedingen.de/index.php?option=com_content&view=article&id=66:preise&catid=34&Itemid=30,phishing
richardpowers.net/novels_echo_maker.htm,benign
http://2duwo.com/index.php/en/who-are-we,phishing
http://nypost.com/2015/05/08/is-lindsay-lohan-making-another-attempt-at-fashion-design/,benign
http://rivabella-corsica.com/index.html,phishing
fanpix.net/gallery/russ-meyer-pictures.htm,benign
http://thenextweb.com/apps/2011/07/24/the-complete-list-of-top-instagram-apps/instaprint/,benign
upne.com/1584650958.html,benign
liverpoolecho.co.uk/sport/other-sports/2011/06/13/jenson-button-defies-rain-and-rivals-to-win-canadian-grand-prix-100252-28867311/,benign
pipl.com/directory/name/Cuti/John,benign
http://www.sapadinesmilovice.com/index.php?option=com_content&view=article&id=65&Itemid=61&lang=it,phishing
b-westerns.com/crabbe.htm,benign
chacha.com/topic/kansas-city-royals,benign
thefreedictionary.com/Dubinsky,benign
interment.net/us/mo/jackson.htm,benign
refaccionariatonosanabria.com,phishing
lsupikes.com/,benign
badscience.net/2006/03/squabbles-in-class/,benign
uk.linkedin.com/in/stevealmond,benign
http://otomoto.pl/osobowe/ford/mondeo/mk3-2000-2006/?search%5Bfilter_enum_color%5D%5B0%5D=blue,benign
landmarkcreditunion.com/,benign
aleidangroup.com,phishing
youtube.com/watch?v=QD6PxGidf18,benign
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1931,benign
inquebeccity.com/,benign
http://annviviskennel.net/index.php?option=com_content&view=article&id=55&Itemid=78,phishing
balaams-ass.com/piano/bookstor.htm,benign
petrolsigaze.com,phishing
mediafire.com/?zlc0swm1j0y,benign
absoluteastronomy.com/topics/Battle_of_the_Philippines_%281941-42%29,benign
nashville.citysearch.com/listings/nashville-tn-metro/butcher_shops/81570_1707,benign
phoenix.about.com/cs/sports/a/rattlers01.htm,benign
encyclopedia2.thefreedictionary.com/Wilson%2c+James,benign
limites-held.ga,phishing
yellowpages.indiaetrade.com/companies/Agriculture_Food/a/Agriculture%20&%20Food_A1.html,benign
http://pikabu.ru/tag/%D1%85%D0%BE%D0%BB%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F%20%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0/hot,benign
http://www.dancestudio.co.za/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5kYW5jZXN0dWRpby5jby56YS9pbmZvcm1hdGlvbi9kYW5jZS1zdHlsZXMvbW9kZXJu,phishing
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/4faefd70da954534c6fd0a680a2915b6/,phishing
http://dhc-sport.com/index.php?page=shop.product_details&flypage=tpflypage.tpl&product_id=46&category_id=35&option=com_virtuemart&Itemid=53,phishing
tcm.com/tcmdb/title/91289/The-Star-Packer/,benign
codecrecords.blogspot.com/,benign
http://www.jsjgw.com/picnews_View.aspx?mpid=1104&wzbz=xw1104,phishing
abmp3.com/artist/p/48,benign
http://www.braysidepreschool.com.au/index.php/program/overview/literacy-and-numeracy.html,phishing
amazon.com/Leontyne-Telephone-Montreal-Symphony-Orchestra/dp/B0001US7HW,benign
clericalwhispers.blogspot.com/2011/03/irish-catholic-church-issues-special.html,benign
facebook.com/pages/Official-Tower-of-Power-FAN-Page/395777150225,benign
http://sourceforge.net/directory/communications/add_facet_filter?facet=natlanguage&constraint=English,benign
http://www.borg4x4.org/index.php?option=com_jcalpro&Itemid=61&extmode=view&extid=48,phishing
cartoonbrew.com/animators/ryan-larkin-1943-2007.html,benign
http://www.antiroubo.com/submit/log.php,phishing
jambase.com/Artists/73574/Broken-Bells,benign
bbb.org/greater-san-francisco/business-reviews/contractors-general/golden-gate-enterprises-in-castro-valley-ca-53013,benign
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=4809,benign
http://cherubwings.com/disclaimer,phishing
hifi4sale.fullboards.com/t14256-acoustic-revive-rr-77-ultra-low-frequency-pulse-generator-used,benign
local.yahoo.com/info-35262951-gulbrandsen-richard-m-skousen-gulbrandsen-patience-mesa,benign
http://r-tuning.com.ua/index.php?page=shop.browse&category_id=445&option=com_virtuemart&Itemid=1,phishing
mylife.com/c-1511195347,benign
imortuary.com/funeral-homes/new-jersey/long-branch.php,benign
moviefone.com/celebrity/luigi-lo-cascio/2035232/main,benign
http://www.khack.be/index.php?option=com_content&view=article&id=38:jaarprogramma-2011&catid=11:historiek&Itemid=10,phishing
ticketluck.com/venues/Olympiahalle---Munich/index.php,benign
http://naadbank.com/index.php?option=com_content&view=article&id=38:i-installed-with-my-own-language-but-the-back-end-is-still-in-english&catid=32:languages&Itemid=47,phishing
mcalighting.com,phishing
docstoc.com/docs/68025457/am2009,benign
stmichael-stpeter.org/,benign
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.srv-woa1.co.uk/identify-customer=mDvToV2QzPsE4hX1ZJ6qhi97T8E5EcHyky3iesy7xqzCLZ4qBK3teitfaHZPwNLUuhqQq97b0j3DLrwvhqDSTa8X2x097X1xsgBP/,phishing
http://www.centercamping.com.br/index.php?option=com_content&view=article&id=53:telefones-uteis&Itemid=37,phishing
facebook.com/arcadefire,benign
collectsports.com/playerpages/rod-gilbert.asp,benign
http://www.raci.it/area_fr/prodotti/acquedotto/robinets-a-papillon.html,phishing
spokeo.com/Michele+Grossman,benign
agnestang1987.blogspot.com/,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E8%83%8C%E6%99%AF%E5%A2%99%E5%89%AA%E8%B4%B4%E7%94%BB/,phishing
http://squarespace.com/press/2014/4/21/squarespace-to-be-presenting-sponsor-of-celebrate-brooklyn,benign
hsbsitez.com/search?keyword=+Sora+no+Iro%2C+Mizu+no+Iro&page=14,benign
alexoloughlinrocks.com/alexoloughlin/hawaii-five-0-pilot-reviews,benign
opt.uh.edu/,benign
http://www.studioareaimmobiliare.it/photos/6225/original/a/4cec4a69590d24f77ab392aef6fa7587/websc-carding.php,phishing
youtube.com/watch?v=dNL50pdMZ1Q,benign
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=:2029793&id=I02341,benign
http://censor.net.ua/video_news/335289/na_aktsii_v_godovschinu_marsha_millionov_na_bolotnoyi_ploschadi_v_moskve_zaderjany_65_chelovek_video,benign
amazon.com/Free-Willy-2/dp/B001QVREM4,benign
hansard.millbanksystems.com/commons/1865/may/11/committee,benign
http://yourlust.com/videos/leggy-blonde-terry-lifts-her-skirt-up-and-teases-you-with-prefect-butt-and-sweet-looking-pussy.html,benign
fallout.wikia.com/wiki/Pete_Hines,benign
http://paolamcclure.com/caskets/gallery?nav=1&img=149,phishing
brainyhistory.com/topics/j/jay.html,benign
serviceprotction-orderedreciptssnootice.com,phishing
sherdog.com/fighter/Dhiego-Lima-59607,benign
corporationwiki.com/Florida/Tampa/trial-consulting-services-llc-4933903.aspx,benign
cfl-scrapbook.no-ip.org/CFL-CanadianQB.php,benign
youtube.com/watch?v=jx0QQAYyE0c,benign
dadtv-adsales.com/,benign
boston-celtics.wikia.com/wiki/Wayne_Kreklow,benign
http://www.naylorantiques.com/components/com_contact/views/contact/tmpl/84,phishing
transfermarkt.co.uk/en/perugia-calcio/startseite/verein_839.html,benign
le-castel-normandy.com/,benign
http://www.pyrsostrom.gr/index.php?option=com_content&view=article&id=7&Itemid=15,phishing
ozone.unep.org/Publications/MP_Handbook/Section_1_The_Montreal_Protocol/index.shtml,benign
facebook.com/people/Udo-Schwalm/100001788640792,benign
http://peluqueriadeautor.com/index.php?page=shop.browse&category_id=24&option=com_virtuemart&Itemid=70,phishing
http://www.semanasanta-benifaio.com/index.php?option=com_user&view=remind,phishing
immersearkansas.org/,benign
zoominfo.com/people_directory/professional_profile/B-2-15618,benign
catalogue.nla.gov.au/Record/2188015,benign
factsaboutbleach.com/,benign
memoriesofedmondlo.com/medal-of-honor/,benign
topix.com/com/iqw,benign
lpsfv.org/,benign
en.wikipedia.org/wiki/Amazing_(Kanye_West_song),benign
http://www.meridianranch.com/index.php?option=com_content&view=article&id=6&Itemid=124,phishing
telegraphjournal.canadaeast.com/actualites/article/1440641,benign
genforum.genealogy.com/hoskins/page7.html,benign
tamarind.unm.edu/editions/colescott_img.html,benign
sports.ca.msn.com/cfl/photos/gallery.aspx?cp-documentid=22709495&page=5,benign
askbiography.com/bio/Rufus_R_Jones.html,benign
timpalmerproperties.co.uk/property/ballinaboula,benign
pipl.com/directory/people/Maurice/Chevit,benign
nytimes.com/2010/09/11/arts/music/11silber.html,benign
pktube.onepakistan.com/Martin+Lee+Gore/,benign
thepiratebay.org/torrent/4911873/The_Sounds_-_Crossing_the_Rubicon_%5B2009%5D,benign
http://distractify.com/post/related/id/54183d6f4a0c4be8088b6d84/skip/10/limit/10/back/0,benign
http://samochody-ocac.pl/bezpieczne-wakacje-tylko-z-ubezpieczeniami.html,phishing
20gay.com/listed.htm,benign
w1llisxy.com,phishing
http://werbeanfrage.com/index.php?page=shop.browse&category_id=2&option=com_virtuemart&Itemid=1,phishing
http://www.aquamarinadivingtenerife.com/en/news/348-news-01-september-2010.html,phishing
paypal.meinkonto-hilfe-ssl.de,phishing
http://www.niobestudio.com/index.php/servicios-que-ofrecemos/redes-sociales?tmpl=component&print=1&page=,phishing
partstrain.com/ShopByVehicle/FORD/RANGER,benign
24tango.blogspot.com/,benign
ejazzlines.com/ENDURANCE-DRILLS-FOR-PERFORMANCE-SKILLS-p54376.html,benign
pipl.com/directory/people/Wayne/Hollingsworth,benign
http://smtp.pinxcel.cl/bin/khab458654845/bestof41hapyklj545634864/hayro4564889/cha5465848641/login_.html,phishing
biblegateway.com/passage/?search=Ephesians+6%3A11-13&version=NIV,benign
icehockey.wikia.com/wiki/1965_Stanley_Cup_Finals,benign
199.237.254.34/index.html,benign
http://www.fdp-muenchen-west.de/index.php?option=com_content&view=article&id=68&Itemid=63,phishing
http://www.kindergarten-mainbernheim.de/index.php?option=com_phocagallery&view=category&id=25&Itemid=175,phishing
http://www.ibericoscalama.es/index.php?option=com_mailto&tmpl=component&link=50c7c0cbc6700db82394f1fd369c6427ea3a92fd,phishing
http://fischereiverein.org/aufnahmeantrag,phishing
http://chinesevie.com/index.php?option=com_content&view=article&id=96&Itemid=254&lang=en,phishing
twistysdownload.com/search/Too+Rich+The+Secret+Life+of+Doris+Duke.html,benign
public.asu.edu/~moore/archibald/archibald.html,benign
http://www.inventium.com.au/creative-thinking-case-studies.html,phishing
mpmuseum.org/rcnbadge2.html,benign
http://www.metalsul.ind.br/site/index.php?option=com_contact&view=category&limit=50&catid=29,phishing
weiner.house.gov/,benign
wild.nhl.com/,benign
http://www.develi.org.tr/index.php/tavsye-yazarlar-ve-ktaplar/ali-riza-gover.html,phishing
en.wikipedia.org/wiki/Crowned_Lemur,benign
http://mueblesjulianjimenez.es/index.php?page=shop.cart&option=com_virtuemart&Itemid=4,phishing
http://www.tochnogopvakantie.nl/reizen/t-De+Belgische+Ardennen+Vakantiepark+Les+Doyards.html,phishing
goldstar.com/venues/st-paul-mn/harriet-island-pavilion,benign
http://pkfcaribbean.com/services.html,phishing
http://censor.net.ua/news/336024/vo_vremya_obyska_v_dome_kaskiva_gpu_izyala_orujie_prinadlejaschee_melnichuku_nardep_mosiyichuk_rpl,benign
http://martinprothero.com/index.php/gallery/4/69-?tmpl=component&phocadownload=1,phishing
http://www.feuerwehr-moellbergen.de/index.php?option=com_ponygallery&Itemid=89&func=viewcategory&catid=79,phishing
confrimsfilesfolder.xyz,phishing
newswire.ca/en/story/632599/out-of-court-settlement-between-shane-doan-and-denis-coderre,benign
antya.com/topic/pharmaceutical-companies/hyderabad,benign
youtube.com/watch?v=dvfnoqHuTFg,benign
http://img11.hc360.cn/11/flashadstyle4scene4/179/887/b/11-1798871.jpg,phishing
http://1337x.to/torrent/1142572/Avengers-Age-of-Ultron-2015-CAM-V2-x264-AC3-TiTAN-SPARROW/,benign
http://loukilrenard.com/actualites/4-droit-de-la-propriete.1,phishing
ppmuseum.org/,benign
onlineworldofwrestling.com/profiles/a/akio-sato.html,benign
http://9779.info/%E9%87%91%E9%B1%BC%E5%8F%B6%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,phishing
harrypotter.wikia.com/wiki/Brendan_Gleeson,benign
raceuwin.com/HorseRaceTracks/United_States/NewJersey/FreeholdRaceway.php,benign
http://www.steffen-lemme.de/person/werdegang,phishing
http://www.tpsofficefurniture.co.uk/executive-furniture/executive-chairs,phishing
leomphotography.com,phishing
softball.ca/championships/SeniorMens/,benign
newswire.ca/en/story/695737/quebec-government-must-say-why-it-s-evicting-vulnerable-seniors-from-a-quality-long-term-care-facility-csn,benign
golf-brain.com/newsletter.php?id=135,benign
english.turkcebilgi.com/Myocardial+infarction,benign
bioethics.stanford.edu/research/projects/illes_ethical_challenges.html,benign
http://www.eidondigitalgallery.it/index.php?option=com_content&view=article&id=69&Itemid=73,phishing
mastervagoprom.co,phishing
http://www.suertelatina.com/suet/management/,phishing
http://tezrsrc.gov.cn/shownews.asp?sortid=3&typeid=93&id=480&state=show,phishing
eastchance.com/uniIndex.asp?cnt=75,benign
http://www.letni-tabor.eu/index.php?option=com_content&view=category&id=39:foto-a-video-galerie&Itemid=70&layout=default,phishing
absoluteastronomy.com/topics/Sports_in_Evansville,benign
http://hotlinegsm.com/products/mobile-and-tablet/hp-veer-4g-detail,phishing
imdb.com/title/tt0929781/,benign
http://www.tastytours.it/index.php?option=com_contact&view=contact&id=2&Itemid=92&lang=de,phishing
http://www.ebeco.de/index.php,phishing
youtube.com/watch?v=H12ixT9QBhI,benign
articles.sfgate.com/2011-04-19/sports/30226956_1_billyball-runner-oakland,benign
rootsweb.ancestry.com/~nbcarlet/dates15.htm,benign
